SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
119459,0,Cash loans,F,Y,Y,0,180000.0,490495.5,27517.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11588,-1632,-1554.0,-1,64.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Self-employed,0.2325042533822248,0.5063212780230874,0.2263473957097693,0.0918,0.0,0.9747,0.6532,,0.0,0.0345,0.1667,0.0417,0.0418,0.0748,0.0232,0.0,0.0169,0.0935,0.0,0.9747,0.6668,,0.0,0.0345,0.1667,0.0417,0.0428,0.0817,0.0242,0.0,0.0179,0.0926,0.0,0.9747,0.6578,,0.0,0.0345,0.1667,0.0417,0.0425,0.0761,0.0237,0.0,0.0173,reg oper spec account,block of flats,0.0186,"Stone, brick",No,0.0,0.0,0.0,0.0,-1303.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,5.0
434374,0,Cash loans,F,N,Y,0,90000.0,432000.0,18301.5,432000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-15064,-602,-9174.0,-4243,,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Other,,0.666330637389431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
451706,0,Cash loans,F,Y,N,0,180000.0,662022.0,35914.5,526500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-11282,-660,-378.0,-196,25.0,1,1,0,1,1,0,Private service staff,2.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.4576790859369946,0.3753090716469024,0.2778856891082046,0.0206,0.0364,0.9990000000000001,,,,0.0345,0.0833,,0.0336,,0.021,,,0.021,0.0378,0.9990000000000001,,,,0.0345,0.0833,,0.0343,,0.0218,,,0.0208,0.0364,0.9990000000000001,,,,0.0345,0.0833,,0.0341,,0.0213,,,,block of flats,0.0186,Mixed,No,1.0,0.0,1.0,0.0,-369.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
122754,0,Cash loans,F,Y,Y,0,247500.0,1365651.0,40059.0,1192500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-16098,-4449,-7041.0,-4409,18.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,,0.4825968540230419,0.7091891096653581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-468.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
288074,0,Cash loans,M,N,N,1,157500.0,612612.0,28516.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15325,-3389,-498.0,-4122,,1,1,0,1,0,0,,3.0,3,3,MONDAY,12,0,0,0,0,0,0,Industry: type 9,,0.4514074331668316,0.17352743046491467,0.1485,0.1115,0.9826,0.762,0.0358,0.16,0.1379,0.3333,0.375,0.1019,0.121,0.1504,0.0,0.0,0.1513,0.1157,0.9826,0.7713,0.0362,0.1611,0.1379,0.3333,0.375,0.1042,0.1322,0.1567,0.0,0.0,0.1499,0.1115,0.9826,0.7652,0.0361,0.16,0.1379,0.3333,0.375,0.1037,0.1231,0.1531,0.0,0.0,reg oper account,block of flats,0.1183,Panel,No,2.0,0.0,2.0,0.0,-1323.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
229994,0,Cash loans,F,N,Y,0,135000.0,316125.0,17779.5,261000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-14427,-1592,-5312.0,-4565,,1,1,0,1,0,0,Sales staff,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.4725801379184785,0.39449540531239935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,-1104.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
231356,0,Revolving loans,F,N,N,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Rented apartment,0.014464,-8945,-793,-8939.0,-1582,,1,1,0,1,0,0,,1.0,2,2,FRIDAY,4,0,0,0,1,1,1,Business Entity Type 3,,0.490714695541068,,0.066,0.0407,0.9767,,,0.0,0.1379,0.1667,,0.0629,,0.0518,,0.044000000000000004,0.0672,0.0422,0.9767,,,0.0,0.1379,0.1667,,0.0644,,0.054000000000000006,,0.0465,0.0666,0.0407,0.9767,,,0.0,0.1379,0.1667,,0.064,,0.0527,,0.0449,,block of flats,0.0604,Block,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
287591,0,Cash loans,F,N,Y,0,90000.0,723996.0,34960.5,585000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.020246,-12726,-239,-575.0,-4666,,1,1,0,1,0,0,Sales staff,2.0,3,3,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4480445474591055,0.284542600603638,0.40314167665875134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,-1017.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
350130,1,Cash loans,M,N,N,0,90000.0,225000.0,15034.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0105,-12007,-2336,-5321.0,-3032,,1,1,1,1,0,0,Sales staff,1.0,3,3,SUNDAY,12,0,0,0,0,0,0,Transport: type 4,0.184227908931347,0.2297722260040181,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-585.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
456081,0,Cash loans,M,Y,Y,0,72000.0,547344.0,19791.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-15265,-2507,-7889.0,-3945,11.0,1,1,1,1,1,0,Drivers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,0.5114568208162135,0.6075722461631986,0.6058362647264226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
220202,0,Cash loans,F,N,N,0,148500.0,407520.0,26172.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-20371,365243,-6992.0,-3678,,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.6855297817537651,,0.0351,0.0421,0.9742,0.6464,0.0116,0.0,0.069,0.1667,0.2083,0.01,0.0269,0.0254,0.0077,0.0231,0.0357,0.0437,0.9742,0.6602,0.0117,0.0,0.069,0.1667,0.2083,0.0102,0.0294,0.0265,0.0078,0.0245,0.0354,0.0421,0.9742,0.6511,0.0117,0.0,0.069,0.1667,0.2083,0.0102,0.0274,0.0259,0.0078,0.0236,reg oper account,block of flats,0.0314,"Stone, brick",No,6.0,1.0,6.0,1.0,-2868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
382243,0,Cash loans,F,N,Y,1,202500.0,481176.0,21325.5,360000.0,Family,Working,Higher education,Civil marriage,House / apartment,0.025164,-15746,-128,-6393.0,-4443,,1,1,0,1,0,1,Medicine staff,3.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Other,0.5212777149346777,0.25218208781002377,0.36896873825284665,0.0165,0.0334,0.9781,0.7008,,0.0,0.069,0.0417,0.0833,0.0096,0.0134,0.0152,,0.0264,0.0168,0.0347,0.9782,0.7125,,0.0,0.069,0.0417,0.0833,0.0098,0.0147,0.0159,,0.027999999999999997,0.0167,0.0334,0.9781,0.7048,,0.0,0.069,0.0417,0.0833,0.0098,0.0137,0.0155,,0.027000000000000003,reg oper spec account,block of flats,0.012,Mixed,No,5.0,0.0,5.0,0.0,-1756.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
119874,0,Revolving loans,M,N,Y,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-8283,-414,-3154.0,-918,,1,1,1,1,1,0,Core staff,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Trade: type 7,0.2305430684186805,0.5867762159697797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
393491,0,Cash loans,F,N,N,0,301500.0,1125000.0,40540.5,1125000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-11174,-1991,-4830.0,-3443,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Trade: type 7,0.6591760265342534,0.5777129583472573,0.3360615207658242,0.066,,0.9737,,,0.0,0.1379,0.125,,,,0.0503,,0.0237,0.0672,,0.9737,,,0.0,0.1379,0.125,,,,0.0525,,0.0251,0.0666,,0.9737,,,0.0,0.1379,0.125,,,,0.0513,,0.0242,,block of flats,0.0448,"Stone, brick",No,0.0,0.0,0.0,0.0,-1735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
409378,0,Cash loans,F,N,Y,0,90000.0,97038.0,7029.0,81000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-14420,-3998,-6213.0,-4386,,1,1,0,1,1,0,Laborers,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 1,,0.17257868031068638,0.5726825047161584,0.0887,0.0,0.9771,0.6872,0.0214,,0.0345,0.125,,0.0241,0.0723,0.0268,,0.0043,0.0903,0.0,0.9772,0.6994,0.0216,,0.0345,0.125,,0.0246,0.079,0.0279,,0.0045,0.0895,0.0,0.9771,0.6914,0.0216,,0.0345,0.125,,0.0245,0.0735,0.0273,,0.0043,,block of flats,0.0337,"Stone, brick",No,6.0,0.0,6.0,0.0,-892.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
140457,0,Cash loans,M,Y,Y,2,126000.0,1350000.0,43681.5,1350000.0,Family,Working,Higher education,Married,House / apartment,0.028663,-10681,-1810,-4654.0,-3361,64.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,9,0,0,0,0,0,0,Industry: type 9,,0.6320273495378292,0.31703177858344445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-488.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
160397,0,Cash loans,M,Y,Y,0,103500.0,117000.0,12118.5,117000.0,Unaccompanied,State servant,Incomplete higher,Single / not married,House / apartment,0.015221,-9119,-818,-3961.0,-1798,7.0,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,12,0,0,0,1,1,0,Medicine,,0.4063361182279574,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-587.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
431707,0,Cash loans,F,N,Y,0,72000.0,254700.0,14350.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-24422,365243,-4744.0,-4898,,1,0,0,1,0,0,,1.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.2267790062004907,0.7281412993111438,0.2052,0.3427,0.9836,0.7756,0.0,0.24,0.2069,0.3333,0.375,0.0,0.1673,0.2456,0.0,0.33399999999999996,0.209,0.3556,0.9836,0.7844,0.0,0.2417,0.2069,0.3333,0.375,0.0,0.1827,0.2559,0.0,0.3536,0.2071,0.3427,0.9836,0.7786,0.0,0.24,0.2069,0.3333,0.375,0.0,0.1702,0.25,0.0,0.341,reg oper account,block of flats,0.2658,Panel,No,0.0,0.0,0.0,0.0,-1575.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
450534,0,Cash loans,F,N,Y,0,112500.0,1127074.5,37377.0,922500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-10295,-1944,-7547.0,-1174,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.4512233209517372,,0.0928,0.0,0.9781,0.7008,0.0131,0.0,0.2069,0.1667,0.2083,0.0391,0.07400000000000001,0.0794,0.0077,0.0391,0.0945,0.0,0.9782,0.7125,0.0132,0.0,0.2069,0.1667,0.2083,0.04,0.0808,0.0827,0.0078,0.0414,0.0937,0.0,0.9781,0.7048,0.0132,0.0,0.2069,0.1667,0.2083,0.0398,0.0752,0.0808,0.0078,0.0399,reg oper account,block of flats,0.0781,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
387840,0,Cash loans,F,N,Y,0,135000.0,270000.0,12987.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-20982,-5161,-3318.0,-4475,,1,1,1,1,1,0,Core staff,2.0,2,2,FRIDAY,9,0,0,0,0,1,1,Government,,0.329581914442152,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0
134900,1,Revolving loans,F,N,Y,1,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019689,-8009,365243,-2779.0,-690,,1,0,0,1,0,0,,2.0,2,2,MONDAY,13,0,0,0,0,0,0,XNA,0.17939186170242774,0.5575903828288679,0.3201633668633456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-187.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
450165,1,Cash loans,F,N,N,0,130500.0,808650.0,26086.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.015221,-13484,-2030,-456.0,-2787,,1,1,1,1,0,0,Core staff,1.0,2,2,SUNDAY,11,0,0,0,0,0,0,Trade: type 3,,0.5321520051704889,0.1301285429480269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-846.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
181358,0,Cash loans,F,N,Y,0,67500.0,254700.0,14350.5,225000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-23816,365243,-12507.0,-4370,,1,0,0,1,0,0,,1.0,2,2,SUNDAY,11,0,0,0,0,0,0,XNA,,0.2653117484731741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
120889,0,Cash loans,M,N,Y,0,135000.0,1062099.0,28611.0,904500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-16109,-1219,-6172.0,-4642,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,10,0,0,0,0,1,1,Electricity,,0.3669392768928859,0.7544061731797895,0.1776,0.0,0.9806,0.7348,0.109,0.0912,0.0786,0.3333,0.375,0.0,0.0605,0.0574,0.0,0.0,0.0756,0.0,0.9806,0.7452,0.11,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0515,0.0,0.0,0.0749,0.0,0.9806,0.7383,0.1097,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0524,0.0,0.0,reg oper account,block of flats,0.0596,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
200139,1,Cash loans,F,N,N,1,90000.0,194076.0,17797.5,162000.0,Family,Commercial associate,Secondary / secondary special,Separated,With parents,0.003813,-13118,-3095,-3795.0,-3613,,1,1,1,1,1,0,Sales staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.3978505534776856,0.3154784603127091,0.1624419982223248,0.0082,,0.9593,,,0.0,0.069,0.0417,,,,,,,0.0084,,0.9593,,,0.0,0.069,0.0417,,,,,,,0.0083,,0.9593,,,0.0,0.069,0.0417,,,,,,,,block of flats,0.0067,Wooden,No,0.0,0.0,0.0,0.0,-479.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
257881,0,Cash loans,F,N,N,2,45000.0,306306.0,16614.0,247500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.002042,-12868,-1214,-748.0,-4824,,1,1,1,1,1,0,Core staff,4.0,3,3,SATURDAY,17,0,0,0,0,0,0,Kindergarten,0.44626143371806415,0.6038067529220318,0.5460231970049609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-809.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
102776,0,Cash loans,F,N,Y,2,180000.0,260640.0,21028.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-13706,-111,-3998.0,-4568,,1,1,1,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.6227082733555896,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
333144,0,Cash loans,M,N,N,0,135000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-13515,-215,-435.0,-5027,,1,1,1,1,1,0,Security staff,2.0,2,2,MONDAY,13,0,1,1,0,1,1,Security,,0.05008828878758877,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-276.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
111161,0,Cash loans,M,Y,Y,0,157500.0,454500.0,21865.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-19467,-2268,-10909.0,-2878,6.0,1,1,0,1,1,0,Managers,2.0,2,2,FRIDAY,13,0,1,1,0,1,1,Business Entity Type 3,,0.6868764716684059,0.7047064232963289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-883.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
445689,0,Cash loans,M,Y,N,0,135000.0,313438.5,33885.0,283500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-10507,-534,-298.0,-716,6.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Construction,0.17483914737293227,0.6586936885605439,0.5154953751603267,0.0742,0.0122,0.9861,0.8096,0.0,0.08,0.069,0.3333,0.375,0.0049,0.0605,0.0486,0.0,0.0885,0.0756,0.0127,0.9856,0.8105,0.0,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0506,0.0,0.0776,0.0749,0.0122,0.9856,0.8054,0.0,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0495,0.0,0.098,reg oper account,block of flats,0.0542,Panel,No,0.0,0.0,0.0,0.0,-1569.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
162174,0,Cash loans,M,Y,N,0,225000.0,906228.0,46399.5,810000.0,Other_A,Working,Incomplete higher,Civil marriage,With parents,0.035792000000000004,-8156,-428,-1501.0,-842,15.0,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,12,1,1,0,1,1,0,Security,,0.10654927349272576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-781.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
273150,0,Cash loans,F,Y,Y,0,90000.0,125109.0,13603.5,108000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15193,-2305,-117.0,-3347,13.0,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Transport: type 4,,0.4639339177563208,0.4294236843421945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1778.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,3.0
192813,0,Cash loans,M,N,N,1,135000.0,398016.0,26725.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.014464,-11644,-1192,-4124.0,-4136,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,5,0,0,0,0,0,0,Business Entity Type 1,0.0818726700245654,0.4350846874726135,,0.1299,,0.9752,0.66,,0.0,0.0345,0.1667,,,,0.075,,0.0593,0.1324,,0.9752,0.6733,,0.0,0.0345,0.1667,,,,0.0781,,0.0627,0.1312,,0.9752,0.6645,,0.0,0.0345,0.1667,,,,0.0763,,0.0605,,block of flats,0.0719,Panel,No,0.0,0.0,0.0,0.0,-420.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0
